error,numSignals,selectSignal,samples,doas,freqOrig,freqMVDR,freqOrigMag,freqMVDRMag
False,3,2,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 307199.99999999994]","[1078271.9999999998, 307199.99999999994, 310271.99999999994]","[57.87302417931905, 31.881107258727685, 19.502673504732808]","[22.980062521133963, 0.014573620251738154, 1.4472187075149714]"
False,3,2,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 307199.99999999994]","[1078271.9999999998, 307199.99999999994, 1075199.9999999998]","[57.67397654456737, 32.17394329506493, 27.29758845915259]","[22.88708192349756, 0.004474570960816514, 2.0556333217959932]"
False,3,2,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 307199.99999999994]","[1078271.9999999998, 307199.99999999994, 1075199.9999999998]","[57.54282272280724, 32.95349686026729, 26.918975779658485]","[22.863812065669, 0.0025758095541380355, 1.9173167204218078]"
False,3,2,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 307199.99999999994]","[1078271.9999999998, 307199.99999999994, 1075199.9999999998]","[57.44622335060795, 33.14286406759975, 26.667415840234238]","[22.638734469885954, 0.007434570763293534, 1.9729642364967375]"
False,3,2,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 307199.99999999994]","[1078271.9999999998, 307199.99999999994, 310271.99999999994]","[57.58094932559387, 33.001298241898915, 21.035411568596086]","[22.936947433112945, 0.016025172735552137, 1.5695473647786107]"
False,3,2,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 307199.99999999994]","[1078271.9999999998, 307199.99999999994, 304127.99999999994]","[57.447481726089315, 32.67821062154408, 22.130384088874855]","[22.75273879696556, 0.01586034136673076, 1.6766236696570678]"
False,3,2,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 307199.99999999994]","[1078271.9999999998, 307199.99999999994, 304127.99999999994]","[57.53382744336217, 32.751849697594196, 21.887761891303366]","[22.741933469674848, 0.010130563633094466, 1.5692723844632686]"
False,3,2,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 307199.99999999994]","[1078271.9999999998, 307199.99999999994, 304127.99999999994]","[57.46051943292561, 32.6433977538616, 25.276759072186724]","[22.886226884247503, 0.00423665426258541, 1.7755878360065587]"
False,3,2,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 307199.99999999994]","[1078271.9999999998, 307199.99999999994, 304127.99999999994]","[57.68405703037787, 32.281726550720656, 26.726101555346887]","[22.928867152917963, 0.006996395900015795, 1.8408117866270948]"
False,3,2,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 307199.99999999994]","[1078271.9999999998, 307199.99999999994, 304127.99999999994]","[57.59578303262127, 31.991246600515645, 26.92540798009691]","[22.797461261693133, 0.0020727062371048367, 1.9296853629383317]"
False,3,2,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 304127.99999999994]","[1078271.9999999998, 304127.99999999994, 307199.99999999994]","[57.96040564053055, 32.01191754854248, 12.654024955403509]","[22.976835266629347, 0.009603776023846709, 0.8437076158546981]"
False,3,2,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 307199.99999999994]","[1078271.9999999998, 307199.99999999994, 310271.99999999994]","[57.76651566766284, 31.432294306570295, 20.679376973950873]","[22.810882909513225, 0.018638136849363357, 1.503240218229499]"
False,3,2,10000,"[-0.5061454830783556, 0.01745329251994332, 0.593411945678072]","[1078271.9999999998, 577535.9999999999, 307199.99999999994]","[1078271.9999999998, 307199.99999999994, 310271.99999999994]","[57.78364823294918, 31.302866336498127, 14.413860963754486]","[22.891659089630664, 0.005335894571572288, 1.0712425069328848]"
